cutomer_id,age,gender,location,subscription,average_freq_purchases
636,27,Male,South Carolina,Yes,Quarterly
637,41,Male,Wisconsin,Yes,Quarterly
638,21,Male,Tennessee,Yes,Fortnightly
639,53,Male,Maryland,Yes,Monthly
640,54,Male,Mississippi,Yes,Annually
641,53,Male,Minnesota,Yes,Fortnightly
642,47,Male,Alaska,Yes,Quarterly
643,64,Male,Arkansas,Yes,Fortnightly
644,18,Male,Oregon,Yes,Quarterly
645,68,Male,Louisiana,Yes,Weekly
646,62,Male,Oklahoma,Yes,Fortnightly
647,51,Male,Indiana,Yes,Fortnightly
648,54,Male,Mississippi,Yes,Fortnightly
649,22,Male,Michigan,Yes,Weekly
650,53,Male,Delaware,Yes,Quarterly
651,34,Male,Florida,Yes,Annually
652,32,Male,Arkansas,Yes,Fortnightly
653,64,Male,Minnesota,Yes,Weekly
654,20,Male,North Dakota,Yes,Fortnightly
655,24,Male,California,Yes,Annually
656,20,Male,Mississippi,Yes,Monthly
657,42,Male,Pennsylvania,Yes,Quarterly
658,48,Male,Arizona,Yes,Quarterly
659,62,Male,Louisiana,Yes,Weekly
660,62,Male,Virginia,Yes,Weekly
661,50,Male,Montana,Yes,Quarterly
662,57,Male,Iowa,Yes,Quarterly
663,24,Male,Illinois,Yes,Fortnightly
664,59,Male,Alaska,Yes,Monthly
665,63,Male,Colorado,Yes,Fortnightly
666,41,Male,New Mexico,Yes,Annually
667,35,Male,Colorado,Yes,Quarterly
668,34,Male,Arizona,Yes,Quarterly
669,49,Male,Hawaii,Yes,Monthly
670,43,Male,Illinois,Yes,Fortnightly
671,63,Male,Louisiana,Yes,Fortnightly
672,38,Male,Iowa,Yes,Weekly
673,59,Male,Washington,Yes,Quarterly
674,35,Male,Oklahoma,Yes,Fortnightly
675,48,Male,Washington,Yes,Annually
676,64,Male,Arkansas,Yes,Annually
677,28,Male,Connecticut,Yes,Fortnightly
678,60,Male,Washington,Yes,Annually
679,27,Male,Maine,Yes,Quarterly
680,56,Male,Michigan,Yes,Fortnightly
681,58,Male,Tennessee,Yes,Annually
682,30,Male,Louisiana,Yes,Quarterly
683,23,Male,Missouri,Yes,Fortnightly
684,33,Male,Michigan,Yes,Monthly
685,63,Male,Alabama,Yes,Monthly
686,70,Male,Massachusetts,Yes,Fortnightly
687,70,Male,Indiana,Yes,Fortnightly
688,19,Male,West Virginia,Yes,Quarterly
689,25,Male,Michigan,Yes,Monthly
690,19,Male,Pennsylvania,Yes,Quarterly
691,25,Male,Alaska,Yes,Weekly
692,60,Male,Massachusetts,Yes,Fortnightly
693,35,Male,North Dakota,Yes,Quarterly
694,46,Male,Vermont,Yes,Quarterly
695,41,Male,Kentucky,Yes,Quarterly
696,30,Male,Nevada,Yes,Quarterly
697,44,Male,Utah,Yes,Monthly
698,61,Male,North Dakota,Yes,Quarterly
699,55,Male,Iowa,Yes,Weekly
700,50,Male,Connecticut,Yes,Weekly
701,57,Male,Wisconsin,Yes,Monthly
702,51,Male,Idaho,Yes,Quarterly
703,18,Male,Montana,Yes,Weekly
704,63,Male,Connecticut,Yes,Weekly
705,34,Male,Idaho,Yes,Annually
706,25,Male,Arkansas,Yes,Quarterly
707,46,Male,Iowa,Yes,Weekly
708,59,Male,Louisiana,Yes,Annually
709,37,Male,Kentucky,Yes,Fortnightly
710,49,Male,Massachusetts,Yes,Monthly
711,22,Male,Virginia,Yes,Fortnightly
712,64,Male,New Hampshire,Yes,Fortnightly
713,42,Male,New Hampshire,Yes,Quarterly
714,37,Male,Oregon,Yes,Fortnightly
715,26,Male,South Dakota,Yes,Fortnightly
716,33,Male,Delaware,Yes,Quarterly
717,30,Male,Missouri,Yes,Fortnightly
718,21,Male,Alaska,Yes,Quarterly
719,22,Male,Florida,Yes,Annually
720,63,Male,Mississippi,Yes,Fortnightly
721,33,Male,New Mexico,Yes,Weekly
722,43,Male,California,Yes,Quarterly
723,27,Male,Wyoming,Yes,Fortnightly
724,35,Male,Missouri,Yes,Monthly
725,37,Male,New Hampshire,Yes,Quarterly
726,61,Male,Texas,Yes,Fortnightly
727,32,Male,North Dakota,Yes,Quarterly
728,62,Male,Arkansas,Yes,Quarterly
729,29,Male,Nebraska,Yes,Quarterly
730,41,Male,Minnesota,Yes,Quarterly
731,48,Male,Massachusetts,Yes,Fortnightly
732,43,Male,Arkansas,Yes,Fortnightly
733,34,Male,New Hampshire,Yes,Fortnightly
734,45,Male,Rhode Island,Yes,Fortnightly
735,65,Male,New Jersey,Yes,Quarterly
736,61,Male,Montana,Yes,Fortnightly
737,18,Male,Colorado,Yes,Quarterly
738,47,Male,Nebraska,Yes,Annually
739,56,Male,Minnesota,Yes,Quarterly
740,64,Male,Minnesota,Yes,Fortnightly
741,26,Male,South Dakota,Yes,Fortnightly
742,22,Male,West Virginia,Yes,Quarterly
743,64,Male,Nevada,Yes,Quarterly
744,21,Male,North Carolina,Yes,Weekly
745,67,Male,Illinois,Yes,Fortnightly
746,46,Male,Michigan,Yes,Monthly
747,40,Male,Michigan,Yes,Annually
748,51,Male,Oklahoma,Yes,Weekly
749,35,Male,South Dakota,Yes,Quarterly
750,56,Male,Oklahoma,Yes,Quarterly
751,25,Male,Maryland,Yes,Annually
752,65,Male,Ohio,Yes,Monthly
753,39,Male,Ohio,Yes,Quarterly
754,47,Male,Massachusetts,Yes,Quarterly
755,36,Male,North Carolina,Yes,Quarterly
756,66,Male,Florida,Yes,Weekly
757,62,Male,Montana,Yes,Fortnightly
758,41,Male,Minnesota,Yes,Quarterly
759,66,Male,Massachusetts,Yes,Quarterly
760,51,Male,Rhode Island,Yes,Fortnightly
761,33,Male,Minnesota,Yes,Annually
762,57,Male,Nevada,Yes,Weekly
763,45,Male,New Mexico,Yes,Fortnightly
764,61,Male,North Carolina,Yes,Monthly
765,55,Male,Virginia,Yes,Quarterly
766,54,Male,Alaska,Yes,Quarterly
767,57,Male,Nevada,Yes,Monthly
768,27,Male,Pennsylvania,Yes,Annually
769,64,Male,Illinois,Yes,Weekly
770,52,Male,Delaware,Yes,Monthly
771,19,Male,Vermont,Yes,Annually
772,22,Male,Hawaii,Yes,Fortnightly
773,18,Male,Illinois,Yes,Fortnightly
774,29,Male,California,Yes,Fortnightly
775,42,Male,Nevada,Yes,Quarterly
776,49,Male,Kentucky,Yes,Monthly
777,49,Male,Alabama,Yes,Quarterly
778,55,Male,Wyoming,Yes,Weekly
779,29,Male,Massachusetts,Yes,Annually
780,60,Male,Utah,Yes,Annually
781,34,Male,New York,Yes,Quarterly
782,30,Male,Vermont,Yes,Fortnightly
783,28,Male,Hawaii,Yes,Weekly
784,63,Male,Louisiana,Yes,Fortnightly
785,31,Male,Alabama,Yes,Quarterly
786,46,Male,Louisiana,Yes,Fortnightly
787,70,Male,Indiana,Yes,Quarterly
788,53,Male,Michigan,Yes,Weekly
789,50,Male,Rhode Island,Yes,Quarterly
790,33,Male,Idaho,Yes,Fortnightly
791,22,Male,Louisiana,Yes,Quarterly
792,50,Male,North Carolina,Yes,Fortnightly
793,34,Male,New Jersey,Yes,Weekly
794,24,Male,Alabama,Yes,Monthly
795,69,Male,Kentucky,Yes,Fortnightly
796,39,Male,New York,Yes,Annually
797,42,Male,Arizona,Yes,Annually
798,42,Male,Maryland,Yes,Weekly
799,29,Male,Alaska,Yes,Quarterly
800,55,Male,Nevada,Yes,Annually
801,32,Male,Utah,Yes,Quarterly
802,25,Male,New Mexico,Yes,Fortnightly
803,38,Male,Delaware,Yes,Weekly
804,32,Male,Connecticut,Yes,Quarterly
805,43,Male,Mississippi,Yes,Quarterly
806,41,Male,Connecticut,Yes,Monthly
807,56,Male,Florida,Yes,Quarterly
808,27,Male,New York,Yes,Weekly
809,46,Male,Wisconsin,Yes,Quarterly
810,48,Male,South Carolina,Yes,Fortnightly
811,52,Male,South Dakota,Yes,Fortnightly
812,18,Male,Illinois,Yes,Quarterly
813,64,Male,Alaska,Yes,Weekly
814,54,Male,Montana,Yes,Annually
815,31,Male,Minnesota,Yes,Monthly
816,30,Male,West Virginia,Yes,Fortnightly
817,26,Male,Illinois,Yes,Monthly
818,25,Male,Nevada,Yes,Fortnightly
819,59,Male,Idaho,Yes,Monthly
820,55,Male,Colorado,Yes,Quarterly
821,56,Male,Louisiana,Yes,Monthly
822,62,Male,Vermont,Yes,Fortnightly
823,35,Male,Mississippi,Yes,Annually
824,51,Male,Georgia,Yes,Quarterly
825,61,Male,Georgia,Yes,Quarterly
826,27,Male,Nebraska,Yes,Monthly
827,54,Male,Massachusetts,Yes,Weekly
828,31,Male,Colorado,Yes,Fortnightly
829,24,Male,Nevada,Yes,Fortnightly
830,42,Male,Idaho,Yes,Fortnightly
831,41,Male,Wyoming,Yes,Annually
832,66,Male,Washington,Yes,Quarterly
833,58,Male,California,Yes,Fortnightly
834,43,Male,Oklahoma,Yes,Annually
835,52,Male,Nevada,Yes,Weekly
836,35,Male,Maryland,Yes,Weekly
837,23,Male,West Virginia,Yes,Fortnightly
838,25,Male,Illinois,Yes,Quarterly
839,33,Male,Kentucky,Yes,Annually
840,48,Male,Illinois,Yes,Quarterly
841,42,Male,Alabama,Yes,Weekly
842,55,Male,Texas,Yes,Fortnightly
843,59,Male,Missouri,Yes,Weekly
844,65,Male,Pennsylvania,Yes,Weekly
845,59,Male,Missouri,Yes,Fortnightly
846,31,Male,Michigan,Yes,Monthly
847,49,Male,Kentucky,Yes,Quarterly
848,53,Male,New Jersey,Yes,Monthly
849,48,Male,Delaware,Yes,Fortnightly
850,23,Male,Missouri,Yes,Quarterly
851,68,Male,Connecticut,Yes,Monthly
852,35,Male,Massachusetts,Yes,Monthly
853,34,Male,Florida,Yes,Quarterly
854,62,Male,Delaware,Yes,Monthly
855,21,Male,California,Yes,Monthly
856,70,Male,Oregon,Yes,Quarterly
857,55,Male,Alaska,Yes,Fortnightly
858,43,Male,Missouri,Yes,Quarterly
859,19,Male,Oklahoma,Yes,Weekly
860,47,Male,Wisconsin,Yes,Monthly
861,26,Male,South Carolina,Yes,Monthly
862,46,Male,Virginia,Yes,Quarterly
863,19,Male,Arkansas,Yes,Fortnightly
864,49,Male,Vermont,Yes,Fortnightly
865,51,Male,Kentucky,Yes,Annually
866,64,Male,Colorado,Yes,Annually
867,67,Male,New Mexico,Yes,Fortnightly
868,37,Male,Colorado,Yes,Fortnightly
869,40,Male,North Carolina,Yes,Quarterly
870,38,Male,New Hampshire,Yes,Weekly
871,66,Male,West Virginia,Yes,Fortnightly
872,47,Male,Hawaii,Yes,Quarterly
873,56,Male,North Dakota,Yes,Quarterly
874,51,Male,Mississippi,Yes,Quarterly
875,25,Male,Maine,Yes,Quarterly
876,37,Male,North Dakota,Yes,Quarterly
877,41,Male,Nebraska,Yes,Weekly
878,64,Male,Nebraska,Yes,Quarterly
879,23,Male,Tennessee,Yes,Weekly
880,62,Male,Wyoming,Yes,Quarterly
881,39,Male,Nevada,Yes,Monthly
882,52,Male,South Carolina,Yes,Annually
883,50,Male,Virginia,Yes,Quarterly
884,28,Male,Pennsylvania,Yes,Monthly
885,67,Male,Hawaii,Yes,Weekly
886,41,Male,Ohio,Yes,Quarterly
887,19,Male,Utah,Yes,Monthly
888,70,Male,Minnesota,Yes,Fortnightly
889,49,Male,New Hampshire,Yes,Annually
890,59,Male,Arizona,Yes,Weekly
891,52,Male,New York,Yes,Monthly
892,20,Male,Pennsylvania,Yes,Quarterly
893,31,Male,New Mexico,Yes,Monthly
894,33,Male,Nebraska,Yes,Monthly
895,44,Male,Wyoming,Yes,Quarterly
896,40,Male,Mississippi,Yes,Quarterly
897,69,Male,Arkansas,Yes,Fortnightly
898,29,Male,Illinois,Yes,Weekly
899,54,Male,Nevada,Yes,Quarterly
900,65,Male,Rhode Island,Yes,Annually
901,54,Male,West Virginia,Yes,Quarterly
902,60,Male,Missouri,Yes,Monthly
903,43,Male,Kentucky,Yes,Monthly
904,44,Male,Washington,Yes,Quarterly
905,69,Male,Alaska,Yes,Quarterly
906,46,Male,Mississippi,Yes,Annually
907,41,Male,South Carolina,Yes,Fortnightly
908,32,Male,Missouri,Yes,Fortnightly
909,26,Male,New Jersey,Yes,Quarterly
910,61,Male,Louisiana,Yes,Weekly
911,49,Male,South Carolina,Yes,Monthly
912,53,Male,Vermont,Yes,Quarterly
913,24,Male,Arkansas,Yes,Monthly
914,37,Male,Utah,Yes,Quarterly
915,43,Male,Washington,Yes,Quarterly
916,31,Male,Rhode Island,Yes,Fortnightly
917,49,Male,Illinois,Yes,Monthly
918,69,Male,Missouri,Yes,Quarterly
919,65,Male,North Carolina,Yes,Fortnightly
920,41,Male,Massachusetts,Yes,Fortnightly
921,37,Male,Arkansas,Yes,Weekly
922,70,Male,South Dakota,Yes,Weekly
923,63,Male,Georgia,Yes,Monthly
924,55,Male,Arkansas,Yes,Weekly
925,52,Male,Kansas,Yes,Quarterly
926,22,Male,Arizona,Yes,Monthly
927,54,Male,Massachusetts,Yes,Fortnightly
928,28,Male,New Mexico,Yes,Fortnightly
929,67,Male,Arkansas,Yes,Quarterly
930,59,Male,Nebraska,Yes,Fortnightly
931,26,Male,Hawaii,Yes,Fortnightly
932,24,Male,Nebraska,Yes,Fortnightly
933,62,Male,Indiana,Yes,Fortnightly
934,70,Male,Colorado,Yes,Monthly
935,45,Male,Oregon,Yes,Monthly
936,58,Male,Ohio,Yes,Fortnightly
937,31,Male,Maine,Yes,Weekly
938,32,Male,Iowa,Yes,Quarterly
939,36,Male,Wisconsin,Yes,Fortnightly
940,25,Male,New York,Yes,Monthly
941,48,Male,Colorado,Yes,Quarterly
942,39,Male,Illinois,Yes,Quarterly
943,26,Male,Arizona,Yes,Fortnightly
944,32,Male,Oklahoma,Yes,Fortnightly
945,54,Male,Indiana,Yes,Fortnightly
946,38,Male,Minnesota,Yes,Quarterly
947,46,Male,Pennsylvania,Yes,Quarterly
948,57,Male,Indiana,Yes,Quarterly
949,49,Male,Alabama,Yes,Quarterly
950,33,Male,Montana,Yes,Monthly
951,54,Male,New Mexico,Yes,Quarterly
952,47,Male,Alaska,Yes,Monthly
953,36,Male,Idaho,Yes,Monthly
954,68,Male,Utah,Yes,Quarterly
955,60,Male,Louisiana,Yes,Quarterly
956,55,Male,Mississippi,Yes,Monthly
957,29,Male,Mississippi,Yes,Quarterly
958,38,Male,Indiana,Yes,Quarterly
959,70,Male,Washington,Yes,Fortnightly
960,36,Male,Nevada,Yes,Fortnightly
961,18,Male,Louisiana,Yes,Quarterly
962,62,Male,Pennsylvania,Yes,Quarterly
963,29,Male,Michigan,Yes,Fortnightly
964,21,Male,South Carolina,Yes,Weekly
965,42,Male,Arizona,Yes,Fortnightly
966,43,Male,Delaware,Yes,Annually
967,58,Male,Kentucky,Yes,Annually
968,27,Male,Georgia,Yes,Weekly
969,57,Male,North Carolina,Yes,Quarterly
970,40,Male,California,Yes,Monthly
971,45,Male,California,Yes,Monthly
972,47,Male,Indiana,Yes,Weekly
973,61,Male,Colorado,Yes,Weekly
974,60,Male,Colorado,Yes,Quarterly
975,69,Male,North Carolina,Yes,Monthly
976,58,Male,Washington,Yes,Weekly
977,34,Male,Florida,Yes,Quarterly
978,20,Male,Washington,Yes,Fortnightly
979,56,Male,Colorado,Yes,Weekly
980,64,Male,New Hampshire,Yes,Monthly
981,56,Male,Maryland,Yes,Quarterly
982,27,Male,Maryland,Yes,Quarterly
983,35,Male,Texas,Yes,Monthly
984,24,Male,New Mexico,Yes,Fortnightly
985,26,Male,Utah,Yes,Fortnightly
986,32,Male,West Virginia,Yes,Annually
987,54,Male,Connecticut,Yes,Monthly
988,62,Male,West Virginia,Yes,Weekly
989,50,Male,Ohio,Yes,Fortnightly
990,70,Male,Texas,Yes,Monthly
991,48,Male,Washington,Yes,Weekly
992,20,Male,Wisconsin,Yes,Fortnightly
993,46,Male,Louisiana,Yes,Weekly
994,51,Male,Iowa,Yes,Weekly
995,53,Male,New York,Yes,Monthly
996,44,Male,Idaho,Yes,Weekly
997,29,Male,Delaware,Yes,Quarterly
998,64,Male,Kentucky,Yes,Fortnightly
999,51,Male,Connecticut,Yes,Fortnightly
1000,50,Male,New Mexico,Yes,Monthly
1001,43,Male,Georgia,Yes,Fortnightly
1002,61,Male,Washington,Yes,Fortnightly
1003,55,Male,North Dakota,Yes,Fortnightly
1004,56,Male,Ohio,Yes,Fortnightly
1005,33,Male,Tennessee,Yes,Annually
1006,43,Male,New York,Yes,Fortnightly
1007,21,Male,Michigan,Yes,Quarterly
1008,58,Male,Georgia,Yes,Annually
1009,41,Male,New Mexico,Yes,Annually
1010,39,Male,Louisiana,Yes,Annually
1011,54,Male,South Dakota,Yes,Fortnightly
1012,43,Male,Montana,Yes,Fortnightly
1013,28,Male,New Mexico,Yes,Annually
1014,59,Male,South Carolina,Yes,Fortnightly
1015,28,Male,Ohio,Yes,Fortnightly
1016,68,Male,North Carolina,Yes,Weekly
1017,20,Male,Idaho,Yes,Quarterly
1018,21,Male,Oklahoma,Yes,Annually
1019,50,Male,Georgia,Yes,Weekly
1020,32,Male,Kentucky,Yes,Fortnightly
1021,24,Male,Delaware,Yes,Annually
1022,55,Male,Massachusetts,Yes,Weekly
1023,61,Male,Nebraska,Yes,Annually
1024,61,Male,Maine,Yes,Quarterly
1025,28,Male,Pennsylvania,Yes,Quarterly
1026,60,Male,Nebraska,Yes,Annually
1027,49,Male,Virginia,Yes,Fortnightly
1028,33,Male,Ohio,Yes,Monthly
1029,45,Male,Nebraska,Yes,Fortnightly
1030,29,Male,Ohio,Yes,Fortnightly
1031,58,Male,Kentucky,Yes,Quarterly
1032,22,Male,Tennessee,Yes,Quarterly
1033,55,Male,Maine,Yes,Quarterly
1034,19,Male,Montana,Yes,Quarterly
1035,68,Male,Maryland,Yes,Weekly
1036,61,Male,Georgia,Yes,Annually
1037,68,Male,Hawaii,Yes,Monthly
1038,52,Male,Rhode Island,Yes,Quarterly
1039,41,Male,Nebraska,Yes,Weekly
1040,29,Male,Michigan,Yes,Monthly
1041,68,Male,North Carolina,Yes,Fortnightly
1042,36,Male,Minnesota,Yes,Fortnightly
1043,55,Male,Maryland,Yes,Weekly
1044,28,Male,Hawaii,Yes,Fortnightly
1045,39,Male,Oregon,Yes,Quarterly
1046,54,Male,New Mexico,Yes,Fortnightly
1047,40,Male,Illinois,Yes,Annually
1048,31,Male,Utah,Yes,Fortnightly
1049,30,Male,Maine,Yes,Fortnightly
1050,45,Male,Virginia,Yes,Quarterly
1051,48,Male,Florida,Yes,Monthly
1052,45,Male,Ohio,Yes,Annually
1053,60,Male,Virginia,Yes,Fortnightly
1054,59,Male,Kansas,No,Fortnightly
1055,18,Male,Arkansas,No,Quarterly
1056,70,Male,Massachusetts,No,Annually
1057,20,Male,Idaho,No,Fortnightly
1058,65,Male,Wisconsin,No,Weekly
1059,29,Male,New Mexico,No,Quarterly
1060,22,Male,North Carolina,No,Monthly
1061,27,Male,Iowa,No,Quarterly
1062,36,Male,Idaho,No,Quarterly
1063,59,Male,Ohio,No,Quarterly
1064,62,Male,Alabama,No,Monthly
1065,34,Male,Wyoming,No,Quarterly
1066,59,Male,Alabama,No,Quarterly
1067,49,Male,Mississippi,No,Fortnightly
1068,18,Male,Pennsylvania,No,Quarterly
1069,55,Male,Wyoming,No,Weekly
1070,38,Male,Maryland,No,Quarterly
1071,50,Male,North Carolina,No,Weekly
1072,61,Male,Pennsylvania,No,Monthly
1073,48,Male,Idaho,No,Fortnightly
1074,22,Male,California,No,Monthly
1075,48,Male,Tennessee,No,Fortnightly
1076,57,Male,Missouri,No,Fortnightly
1077,33,Male,North Dakota,No,Fortnightly
1078,58,Male,West Virginia,No,Quarterly
1079,37,Male,Arizona,No,Fortnightly
1080,18,Male,Oklahoma,No,Monthly
1081,65,Male,Pennsylvania,No,Quarterly
1082,62,Male,Idaho,No,Annually
1083,54,Male,South Carolina,No,Quarterly
1084,35,Male,Washington,No,Weekly
1085,34,Male,Arkansas,No,Quarterly
1086,25,Male,Utah,No,Fortnightly
1087,53,Male,Alaska,No,Fortnightly
1088,45,Male,West Virginia,No,Monthly
1089,49,Male,Louisiana,No,Weekly
1090,40,Male,Arizona,No,Fortnightly
1091,38,Male,Connecticut,No,Fortnightly
1092,44,Male,North Carolina,No,Fortnightly
1093,68,Male,South Dakota,No,Quarterly
1094,60,Male,Delaware,No,Quarterly
1095,25,Male,Connecticut,No,Quarterly
1096,19,Male,Tennessee,No,Quarterly
1097,57,Male,New Hampshire,No,Annually
1098,58,Male,Vermont,No,Weekly
1099,49,Male,Idaho,No,Weekly
1100,19,Male,North Carolina,No,Fortnightly
1101,50,Male,Nevada,No,Weekly
1102,30,Male,Delaware,No,Fortnightly
1103,52,Male,Texas,No,Fortnightly
1104,35,Male,Tennessee,No,Fortnightly
1105,35,Male,Delaware,No,Quarterly
1106,33,Male,Massachusetts,No,Quarterly
1107,52,Male,Minnesota,No,Fortnightly
1108,69,Male,Texas,No,Weekly
1109,27,Male,Nebraska,No,Fortnightly
1110,66,Male,Oklahoma,No,Weekly
1111,28,Male,Texas,No,Fortnightly
1112,22,Male,New York,No,Fortnightly
1113,69,Male,Washington,No,Quarterly
1114,28,Male,Maryland,No,Fortnightly
1115,55,Male,New Hampshire,No,Quarterly
1116,30,Male,New York,No,Weekly
1117,67,Male,Hawaii,No,Fortnightly
1118,25,Male,California,No,Monthly
1119,49,Male,Indiana,No,Quarterly
1120,34,Male,Louisiana,No,Weekly
1121,22,Male,Pennsylvania,No,Monthly
1122,63,Male,Florida,No,Quarterly
1123,70,Male,North Carolina,No,Annually
1124,36,Male,Massachusetts,No,Monthly
1125,42,Male,Iowa,No,Quarterly
1126,27,Male,North Dakota,No,Weekly
1127,23,Male,Iowa,No,Fortnightly
1128,50,Male,Delaware,No,Monthly
1129,56,Male,New York,No,Monthly
1130,37,Male,New Hampshire,No,Fortnightly
1131,67,Male,Kentucky,No,Fortnightly
1132,67,Male,Illinois,No,Monthly
1133,50,Male,North Carolina,No,Fortnightly
1134,36,Male,Connecticut,No,Weekly
1135,62,Male,Wisconsin,No,Quarterly
1136,65,Male,Massachusetts,No,Quarterly
1137,23,Male,Illinois,No,Monthly
1138,46,Male,New Mexico,No,Quarterly
1139,18,Male,Iowa,No,Fortnightly
1140,58,Male,Alabama,No,Fortnightly
1141,31,Male,Maryland,No,Quarterly
1142,39,Male,Ohio,No,Fortnightly
1143,69,Male,Ohio,No,Fortnightly
1144,68,Male,Nevada,No,Quarterly
1145,41,Male,South Carolina,No,Fortnightly
1146,31,Male,Nevada,No,Quarterly
1147,48,Male,Wisconsin,No,Quarterly
1148,59,Male,Tennessee,No,Annually
1149,34,Male,Florida,No,Fortnightly
1150,21,Male,Georgia,No,Annually
1151,29,Male,Kentucky,No,Fortnightly
1152,41,Male,Ohio,No,Weekly
1153,62,Male,Connecticut,No,Quarterly
1154,27,Male,Idaho,No,Quarterly
1155,49,Male,Georgia,No,Fortnightly
1156,67,Male,Tennessee,No,Quarterly
1157,20,Male,Hawaii,No,Quarterly
1158,37,Male,Maryland,No,Quarterly
1159,69,Male,Nevada,No,Annually
1160,66,Male,New Hampshire,No,Quarterly
1161,37,Male,North Dakota,No,Fortnightly
1162,63,Male,Oklahoma,No,Monthly
1163,47,Male,North Carolina,No,Weekly
1164,26,Male,Tennessee,No,Monthly
1165,68,Male,Montana,No,Quarterly
1166,51,Male,Wisconsin,No,Quarterly
1167,48,Male,Connecticut,No,Fortnightly
1168,60,Male,New Jersey,No,Quarterly
1169,68,Male,Mississippi,No,Fortnightly
1170,25,Male,Wyoming,No,Annually
1171,57,Male,Illinois,No,Fortnightly
1172,41,Male,Louisiana,No,Annually
1173,59,Male,Oregon,No,Fortnightly
1174,44,Male,South Dakota,No,Fortnightly
1175,42,Male,Michigan,No,Fortnightly
1176,35,Male,New Jersey,No,Quarterly
1177,36,Male,Oregon,No,Quarterly
1178,54,Male,Iowa,No,Monthly
1179,37,Male,South Carolina,No,Annually
1180,20,Male,Indiana,No,Annually
1181,23,Male,Oregon,No,Monthly
1182,61,Male,New York,No,Quarterly
1183,37,Male,New Mexico,No,Quarterly
1184,23,Male,Louisiana,No,Weekly
1185,63,Male,South Carolina,No,Annually
1186,47,Male,Maine,No,Monthly
1187,63,Male,Indiana,No,Annually
1188,56,Male,Iowa,No,Quarterly
1189,68,Male,Mississippi,No,Weekly
1190,64,Male,Arkansas,No,Annually
1191,62,Male,South Carolina,No,Weekly
1192,34,Male,Indiana,No,Quarterly
1193,49,Male,Florida,No,Quarterly
1194,40,Male,Alaska,No,Fortnightly
1195,50,Male,New York,No,Fortnightly
1196,25,Male,Texas,No,Monthly
1197,30,Male,North Dakota,No,Fortnightly
1198,54,Male,Vermont,No,Annually
1199,40,Male,New Jersey,No,Annually
1200,49,Male,Maryland,No,Weekly
1201,27,Male,Connecticut,No,Weekly
1202,27,Male,Illinois,No,Fortnightly
1203,48,Male,Maryland,No,Quarterly
1204,40,Male,Minnesota,No,Annually
1205,67,Male,Florida,No,Quarterly
1206,52,Male,California,No,Fortnightly
1207,22,Male,Mississippi,No,Quarterly
1208,62,Male,Washington,No,Quarterly
1209,20,Male,Wisconsin,No,Annually
1210,41,Male,Pennsylvania,No,Monthly
1211,34,Male,Missouri,No,Quarterly
1212,23,Male,Oklahoma,No,Quarterly
1213,32,Male,Pennsylvania,No,Weekly
1214,68,Male,Kentucky,No,Quarterly
1215,30,Male,Vermont,No,Quarterly
1216,66,Male,Oregon,No,Quarterly
1217,62,Male,Utah,No,Quarterly
1218,50,Male,Nebraska,No,Quarterly
1219,55,Male,Pennsylvania,No,Quarterly
1220,19,Male,Vermont,No,Fortnightly
1221,67,Male,Kentucky,No,Quarterly
1222,18,Male,Iowa,No,Quarterly
1223,58,Male,Indiana,No,Annually
1224,69,Male,Kansas,No,Weekly
1225,62,Male,Illinois,No,Weekly
1226,28,Male,North Carolina,No,Weekly
1227,53,Male,Ohio,No,Fortnightly
1228,27,Male,Illinois,No,Fortnightly
1229,55,Male,Indiana,No,Annually
1230,34,Male,Kansas,No,Annually
1231,25,Male,Illinois,No,Monthly
1232,66,Male,Pennsylvania,No,Fortnightly
1233,57,Male,New York,No,Quarterly
1234,46,Male,Utah,No,Quarterly
1235,38,Male,New Jersey,No,Fortnightly
1236,23,Male,Idaho,No,Quarterly
1237,42,Male,New Mexico,No,Quarterly
1238,25,Male,Michigan,No,Quarterly
1239,55,Male,Wyoming,No,Fortnightly
1240,62,Male,New Jersey,No,Quarterly
1241,41,Male,New Jersey,No,Annually
1242,58,Male,Hawaii,No,Weekly
1243,56,Male,Nevada,No,Quarterly
1244,25,Male,New Hampshire,No,Annually
1245,70,Male,Indiana,No,Monthly
1246,42,Male,New York,No,Weekly
1247,27,Male,Louisiana,No,Monthly
1248,65,Male,Virginia,No,Fortnightly
1249,62,Male,Wisconsin,No,Annually
1250,62,Male,Oregon,No,Fortnightly
1251,52,Male,New Hampshire,No,Monthly
1252,56,Male,Indiana,No,Monthly
1253,28,Male,Massachusetts,No,Quarterly
1254,39,Male,Montana,No,Annually
1255,54,Male,California,No,Fortnightly
1256,30,Male,Indiana,No,Fortnightly
1257,45,Male,West Virginia,No,Fortnightly
1258,68,Male,Minnesota,No,Quarterly
1259,47,Male,Ohio,No,Quarterly
1260,68,Male,Minnesota,No,Monthly
1261,63,Male,Virginia,No,Quarterly
1262,20,Male,Connecticut,No,Fortnightly
1263,29,Male,Tennessee,No,Monthly
1264,41,Male,Delaware,No,Fortnightly
1265,52,Male,Vermont,No,Fortnightly
1266,32,Male,Louisiana,No,Weekly
1267,20,Male,North Dakota,No,Quarterly
1268,47,Male,Oregon,No,Weekly
1269,23,Male,Idaho,No,Fortnightly
1270,43,Male,Vermont,No,Quarterly
1271,67,Male,West Virginia,No,Annually
