cutomer_id,item_purchased,category,purchase_amount,size,color,review_rating,shipping_type,payment_method
807,Jeans,Clothing,56,L,Charcoal,2.7,Standard,PayPal
808,T-shirt,Clothing,89,S,Brown,3.3,Express,Credit Card
809,Shoes,Footwear,96,L,Lavender,4.6,Next Day Air,Cash
810,Boots,Footwear,81,M,Violet,4.9,Next Day Air,PayPal
811,Scarf,Accessories,83,S,Lavender,4.9,Store Pickup,Debit Card
812,Sneakers,Footwear,35,M,Green,2.7,Free Shipping,Venmo
813,Boots,Footwear,56,M,Olive,3.2,Standard,Credit Card
814,Handbag,Accessories,45,S,Olive,2.9,Store Pickup,Debit Card
815,Shirt,Clothing,62,M,Pink,3.8,Express,PayPal
816,Hat,Accessories,84,L,Teal,3,Next Day Air,Venmo
817,Sweater,Clothing,24,L,Cyan,3.9,Store Pickup,Debit Card
818,Handbag,Accessories,21,S,Gray,4.7,Store Pickup,PayPal
819,Shirt,Clothing,91,M,Peach,4.9,Store Pickup,Debit Card
820,Sunglasses,Accessories,36,S,Teal,4.8,Next Day Air,Debit Card
821,Sneakers,Footwear,39,M,Turquoise,2.5,2-Day Shipping,Debit Card
822,Hoodie,Clothing,39,M,Green,3.9,Standard,Credit Card
823,Shirt,Clothing,59,L,Magenta,3.4,Standard,Bank Transfer
824,Sunglasses,Accessories,27,M,Green,2.5,Free Shipping,Credit Card
825,Blouse,Clothing,94,M,White,3,Store Pickup,Cash
826,Belt,Accessories,94,XL,Brown,3.6,Next Day Air,Cash
827,Dress,Clothing,94,M,Purple,3.6,Standard,PayPal
828,Shoes,Footwear,51,S,Green,4.1,Free Shipping,Bank Transfer
829,Socks,Clothing,62,M,Peach,3.7,2-Day Shipping,PayPal
830,Socks,Clothing,57,S,Silver,3.1,2-Day Shipping,Credit Card
831,Shorts,Clothing,76,M,Maroon,4.2,Express,Credit Card
832,Gloves,Accessories,63,M,Red,4.3,Express,Cash
833,Jacket,Outerwear,80,L,Blue,2.5,Express,Cash
834,Handbag,Accessories,68,M,Purple,3.5,Standard,Credit Card
835,Backpack,Accessories,89,M,Indigo,3.1,Free Shipping,Credit Card
836,Boots,Footwear,26,L,Indigo,2.5,Next Day Air,Debit Card
837,Gloves,Accessories,90,L,Violet,3.9,Store Pickup,Cash
838,Hoodie,Clothing,28,L,Brown,4.9,Express,Cash
839,Coat,Outerwear,29,M,Gray,4.3,Express,Credit Card
840,Shirt,Clothing,31,L,Teal,2.6,Free Shipping,Debit Card
841,Shirt,Clothing,24,L,Teal,4.2,2-Day Shipping,PayPal
842,Sweater,Clothing,88,M,Beige,2.6,Store Pickup,PayPal
843,Shirt,Clothing,87,M,Violet,3.6,Express,PayPal
844,Hoodie,Clothing,80,S,Beige,3.2,Express,PayPal
845,Sandals,Footwear,48,L,Purple,4.4,Express,Venmo
846,Belt,Accessories,21,XL,Charcoal,3.7,Standard,Venmo
847,Boots,Footwear,72,M,Pink,3.7,Express,Debit Card
848,Hoodie,Clothing,44,L,Blue,4.1,Standard,PayPal
849,Sandals,Footwear,73,M,Lavender,3.6,Store Pickup,Credit Card
850,Jeans,Clothing,61,S,Charcoal,4.3,Express,PayPal
851,Shoes,Footwear,20,L,Turquoise,2.6,Store Pickup,Venmo
852,Sandals,Footwear,86,M,Red,2.9,Express,Debit Card
853,Dress,Clothing,60,L,Yellow,4.2,Next Day Air,Debit Card
854,Hat,Accessories,43,L,Orange,4,Free Shipping,Cash
855,Pants,Clothing,44,L,Blue,4.3,Free Shipping,Venmo
856,Socks,Clothing,76,L,Gold,3,2-Day Shipping,Credit Card
857,Shirt,Clothing,33,M,Gold,3.5,Express,Debit Card
858,Shorts,Clothing,60,L,Cyan,3,Standard,Debit Card
859,Jacket,Outerwear,26,L,Olive,3.1,Free Shipping,PayPal
860,Hoodie,Clothing,73,M,Teal,4,Next Day Air,Debit Card
861,Shoes,Footwear,87,M,Maroon,4.1,Standard,Cash
862,Skirt,Clothing,100,XL,Green,3.3,2-Day Shipping,Credit Card
863,Coat,Outerwear,84,M,Charcoal,4.9,Standard,PayPal
864,Sneakers,Footwear,41,M,Cyan,3.9,Standard,PayPal
865,Jeans,Clothing,59,S,Charcoal,3.9,Next Day Air,PayPal
866,Blouse,Clothing,26,L,Charcoal,4.8,Store Pickup,Venmo
867,Sunglasses,Accessories,69,M,Lavender,2.7,Free Shipping,PayPal
868,Jacket,Outerwear,20,M,Turquoise,3.1,Free Shipping,Bank Transfer
869,Dress,Clothing,83,M,Green,3.2,Next Day Air,Credit Card
870,Hat,Accessories,54,M,Silver,2.7,2-Day Shipping,PayPal
871,Hoodie,Clothing,66,M,Blue,2.5,Standard,Bank Transfer
872,Handbag,Accessories,42,M,Charcoal,2.6,Next Day Air,Debit Card
873,Jeans,Clothing,33,M,Pink,2.9,Standard,Cash
874,Boots,Footwear,77,M,Pink,4.2,Free Shipping,Venmo
875,Jacket,Outerwear,65,M,Magenta,4.4,Free Shipping,Venmo
876,Sandals,Footwear,39,L,Gray,4.1,Free Shipping,Bank Transfer
877,Belt,Accessories,51,L,Gray,3.8,2-Day Shipping,Debit Card
878,Handbag,Accessories,65,M,Orange,4.9,Next Day Air,Venmo
879,Sunglasses,Accessories,89,S,Black,4.9,Express,Debit Card
880,Skirt,Clothing,76,S,Lavender,4.1,Free Shipping,PayPal
881,Backpack,Accessories,75,L,Red,3.1,Express,Debit Card
882,Sandals,Footwear,61,M,Silver,2.7,Next Day Air,Venmo
883,Boots,Footwear,35,M,Cyan,3.8,Next Day Air,Cash
884,Sneakers,Footwear,37,S,Gold,4.3,Free Shipping,Bank Transfer
885,Skirt,Clothing,91,L,Yellow,4.1,Express,Bank Transfer
886,Dress,Clothing,99,L,Purple,4.4,Free Shipping,Debit Card
887,Shorts,Clothing,54,S,Brown,3.6,Express,Bank Transfer
888,Handbag,Accessories,47,L,Turquoise,3.3,2-Day Shipping,PayPal
889,Scarf,Accessories,77,S,Gold,3.6,Express,Cash
890,Belt,Accessories,84,S,Olive,2.8,Free Shipping,Venmo
891,Gloves,Accessories,51,S,Purple,4.3,2-Day Shipping,Credit Card
892,Skirt,Clothing,26,S,Lavender,3.9,Store Pickup,PayPal
893,Shorts,Clothing,64,L,Gray,2.7,Free Shipping,Debit Card
894,Backpack,Accessories,51,M,Red,4.7,Express,Venmo
895,Hoodie,Clothing,60,L,Purple,3.8,Free Shipping,Debit Card
896,Hat,Accessories,69,XL,Olive,4.7,Next Day Air,Debit Card
897,Jewelry,Accessories,29,M,Lavender,4.7,Express,Cash
898,Shirt,Clothing,91,M,Gray,3.4,Express,Venmo
899,Belt,Accessories,70,L,Red,3.5,2-Day Shipping,Bank Transfer
900,Sweater,Clothing,58,M,Peach,4,Standard,PayPal
901,Hat,Accessories,98,L,Gray,3.3,Free Shipping,Bank Transfer
902,Scarf,Accessories,68,L,Violet,4.7,2-Day Shipping,Cash
903,Hat,Accessories,44,M,Beige,2.8,Next Day Air,Cash
904,Jacket,Outerwear,45,M,Blue,3.3,Express,PayPal
905,T-shirt,Clothing,99,L,Magenta,2.9,Free Shipping,PayPal
906,Dress,Clothing,68,S,Cyan,2.8,Standard,Venmo
907,Pants,Clothing,56,M,Red,4.2,Standard,Debit Card
908,Sweater,Clothing,43,L,Cyan,4.4,Express,Credit Card
909,Sunglasses,Accessories,99,M,Turquoise,3.6,Free Shipping,PayPal
910,Belt,Accessories,56,L,Silver,2.7,Express,PayPal
911,Hoodie,Clothing,25,S,Pink,3.4,Express,Credit Card
912,Pants,Clothing,74,M,Black,2.8,2-Day Shipping,Bank Transfer
913,Hoodie,Clothing,56,M,Green,3.4,Next Day Air,Bank Transfer
914,Sneakers,Footwear,47,M,Yellow,2.6,Next Day Air,Cash
915,Dress,Clothing,67,L,Purple,4.1,Standard,Venmo
916,Dress,Clothing,22,L,Purple,2.9,Store Pickup,Credit Card
917,Jeans,Clothing,34,S,Blue,2.7,Standard,Venmo
918,Sweater,Clothing,64,M,Maroon,3.7,Standard,Bank Transfer
919,Shorts,Clothing,42,M,Orange,4.3,2-Day Shipping,Cash
920,Shirt,Clothing,82,L,Green,2.6,2-Day Shipping,Debit Card
921,Belt,Accessories,81,XL,Gold,4.3,Free Shipping,Cash
922,Coat,Outerwear,24,L,Silver,4.1,Express,PayPal
923,Sneakers,Footwear,60,M,Cyan,4.2,Standard,Credit Card
924,Shirt,Clothing,24,M,Silver,4.2,2-Day Shipping,PayPal
925,Socks,Clothing,78,XL,Beige,3.1,Standard,Cash
926,Jeans,Clothing,88,L,Teal,4.9,Express,Cash
927,Jeans,Clothing,63,XL,Green,4.4,Express,Cash
928,Sneakers,Footwear,78,L,Black,4.4,Standard,Venmo
929,Dress,Clothing,37,XL,Yellow,3.4,Store Pickup,Cash
930,Boots,Footwear,94,M,White,4.5,2-Day Shipping,Debit Card
931,T-shirt,Clothing,78,L,Green,4.5,Store Pickup,Credit Card
932,Coat,Outerwear,36,M,Silver,4.1,Standard,Bank Transfer
933,Skirt,Clothing,24,L,Blue,3.2,Standard,Debit Card
934,Sneakers,Footwear,84,M,Magenta,2.7,Store Pickup,Debit Card
935,Jeans,Clothing,47,S,Yellow,3.7,Express,Bank Transfer
936,Hoodie,Clothing,51,L,White,2.6,Store Pickup,Bank Transfer
937,Shoes,Footwear,84,M,Pink,2.7,Free Shipping,Cash
938,Shorts,Clothing,24,M,Magenta,2.7,Express,Venmo
939,Blouse,Clothing,97,S,Teal,4.8,Free Shipping,Debit Card
940,T-shirt,Clothing,89,L,Indigo,4.8,Next Day Air,Credit Card
941,Belt,Accessories,44,S,Maroon,2.6,Store Pickup,PayPal
942,Handbag,Accessories,35,L,Black,4.5,2-Day Shipping,PayPal
943,Dress,Clothing,91,M,Cyan,3.2,Express,PayPal
944,Hat,Accessories,63,L,Cyan,3.8,Next Day Air,Venmo
945,Belt,Accessories,97,S,Gray,4.8,Express,Cash
946,Boots,Footwear,38,M,Violet,4.1,Store Pickup,Venmo
947,Coat,Outerwear,24,XL,Blue,2.8,Next Day Air,PayPal
948,Blouse,Clothing,32,M,Charcoal,3.9,Store Pickup,Cash
949,Hat,Accessories,90,L,Olive,4.9,Express,Venmo
950,Jeans,Clothing,36,M,Olive,3.4,Standard,Venmo
951,Backpack,Accessories,37,XL,Turquoise,4.1,Free Shipping,PayPal
952,Dress,Clothing,51,M,Cyan,2.9,Express,Bank Transfer
953,Hat,Accessories,71,S,Red,3.1,2-Day Shipping,PayPal
954,Sunglasses,Accessories,50,S,Cyan,3.6,2-Day Shipping,Venmo
955,Hat,Accessories,74,S,Turquoise,3.5,Standard,Credit Card
956,Dress,Clothing,75,L,Lavender,3.4,Free Shipping,PayPal
957,Shirt,Clothing,99,XL,Cyan,2.9,2-Day Shipping,Debit Card
958,Scarf,Accessories,23,XL,Violet,4.7,Store Pickup,Cash
959,Sneakers,Footwear,53,XL,Beige,4.4,Free Shipping,Credit Card
960,Skirt,Clothing,99,M,Cyan,2.6,Standard,Cash
961,Jewelry,Accessories,48,XL,Indigo,4.4,Standard,Venmo
962,Boots,Footwear,72,L,Olive,3.7,Next Day Air,Debit Card
963,Sunglasses,Accessories,64,L,Green,4.4,Standard,Debit Card
964,Boots,Footwear,63,L,Green,2.5,2-Day Shipping,Credit Card
965,Sandals,Footwear,51,M,Beige,2.6,Next Day Air,Venmo
966,Boots,Footwear,55,L,Black,5,Store Pickup,Credit Card
967,Dress,Clothing,55,M,Brown,4.9,Express,Cash
968,Hoodie,Clothing,26,S,Silver,3.7,Store Pickup,Cash
969,Shorts,Clothing,67,L,Gray,3.1,Next Day Air,Bank Transfer
970,Coat,Outerwear,31,S,Pink,3.2,Express,PayPal
971,Jeans,Clothing,66,S,Maroon,4.4,Free Shipping,Cash
972,Sunglasses,Accessories,67,M,Cyan,4.3,Next Day Air,Credit Card
973,Sneakers,Footwear,61,L,Gold,3,Standard,Credit Card
974,Jacket,Outerwear,75,M,Teal,3.5,2-Day Shipping,Bank Transfer
975,Skirt,Clothing,90,M,Beige,3.6,2-Day Shipping,Bank Transfer
976,Sweater,Clothing,40,M,Olive,3.8,2-Day Shipping,Bank Transfer
977,T-shirt,Clothing,90,M,Gray,3.6,Express,Credit Card
978,Belt,Accessories,20,M,Black,4.6,Express,Cash
979,Gloves,Accessories,40,M,Turquoise,2.5,Standard,Credit Card
980,Hat,Accessories,33,S,Brown,3.5,Store Pickup,Debit Card
981,Boots,Footwear,98,S,Magenta,4,Free Shipping,PayPal
982,Belt,Accessories,42,M,Silver,3.5,Next Day Air,Credit Card
983,Coat,Outerwear,62,S,Red,3.2,Standard,PayPal
984,Hat,Accessories,45,L,Indigo,3.5,Free Shipping,Venmo
985,Shoes,Footwear,78,M,Green,3.4,Free Shipping,Credit Card
986,Handbag,Accessories,80,M,Gray,5,Express,Bank Transfer
987,Scarf,Accessories,96,S,Peach,4.5,Store Pickup,Bank Transfer
988,Handbag,Accessories,47,M,Charcoal,2.8,Express,PayPal
989,Pants,Clothing,84,M,Orange,4.9,2-Day Shipping,PayPal
990,Shoes,Footwear,31,M,Beige,3.1,Store Pickup,Bank Transfer
991,Sunglasses,Accessories,63,S,Yellow,4.8,Store Pickup,Cash
992,Shorts,Clothing,97,XL,White,2.7,Standard,Bank Transfer
993,Jacket,Outerwear,99,M,Gray,4.6,Express,Debit Card
994,Sandals,Footwear,90,M,Peach,4.4,Store Pickup,Cash
995,Shoes,Footwear,68,L,Violet,3.2,Express,Debit Card
996,Jewelry,Accessories,80,M,Magenta,3,2-Day Shipping,Venmo
997,Sandals,Footwear,91,L,Maroon,4.9,Standard,Bank Transfer
998,Pants,Clothing,30,M,Cyan,3.6,Express,Cash
999,Shoes,Footwear,90,M,White,3.8,Next Day Air,Bank Transfer
1000,Socks,Clothing,28,L,Brown,2.9,Standard,Debit Card
1001,Socks,Clothing,46,M,Red,3.9,Express,Bank Transfer
1002,Dress,Clothing,60,M,Orange,3.6,Standard,Debit Card
1003,Shoes,Footwear,59,M,White,3.5,Store Pickup,Bank Transfer
1004,Hat,Accessories,68,M,Green,4,Store Pickup,Cash
1005,Backpack,Accessories,79,M,Black,4.8,2-Day Shipping,Cash
1006,Backpack,Accessories,94,M,Gold,3.9,Store Pickup,Debit Card
1007,Pants,Clothing,83,S,Lavender,4.5,Next Day Air,Venmo
1008,Gloves,Accessories,62,XL,Turquoise,4.8,Standard,Credit Card
1009,Scarf,Accessories,85,M,Pink,2.6,Store Pickup,PayPal
1010,Hoodie,Clothing,30,M,Silver,3.1,Express,Venmo
1011,Jeans,Clothing,24,XL,Gray,4.7,2-Day Shipping,Credit Card
1012,Backpack,Accessories,25,L,Indigo,2.9,Next Day Air,Debit Card
1013,Sandals,Footwear,37,L,Teal,3.8,Express,Credit Card
1014,Belt,Accessories,69,XL,Green,3.8,2-Day Shipping,Venmo
1015,Shoes,Footwear,97,M,Violet,3,Standard,Debit Card
1016,Gloves,Accessories,24,M,Cyan,4.1,Standard,Cash
1017,Belt,Accessories,30,XL,Blue,3.4,Express,Bank Transfer
1018,Jacket,Outerwear,53,L,Orange,2.5,Express,Credit Card
1019,Dress,Clothing,70,XL,Charcoal,4.9,Next Day Air,Cash
1020,Shirt,Clothing,76,S,Beige,2.8,Standard,Venmo
1021,Scarf,Accessories,95,M,Black,4.5,Express,Debit Card
1022,Coat,Outerwear,51,S,Lavender,4.9,2-Day Shipping,PayPal
1023,Handbag,Accessories,41,M,Lavender,4.9,Store Pickup,Cash
1024,Sunglasses,Accessories,71,S,Turquoise,3.5,Free Shipping,Bank Transfer
1025,T-shirt,Clothing,66,M,Purple,3.5,Free Shipping,Venmo
1026,Shirt,Clothing,84,M,Olive,4.9,Free Shipping,Credit Card
1027,Handbag,Accessories,95,L,Turquoise,3,Express,PayPal
1028,Jewelry,Accessories,90,L,Teal,2.8,Next Day Air,Cash
1029,Hoodie,Clothing,36,S,Lavender,3.7,Standard,Cash
1030,Gloves,Accessories,22,M,Purple,3.6,2-Day Shipping,Venmo
1031,Coat,Outerwear,89,L,Blue,3.3,Next Day Air,Debit Card
1032,Sandals,Footwear,50,M,Teal,3.4,Free Shipping,Cash
1033,Boots,Footwear,36,M,Lavender,4,Free Shipping,Credit Card
1034,Pants,Clothing,52,S,Silver,4.6,Free Shipping,Bank Transfer
1035,Socks,Clothing,29,M,Olive,4.2,Next Day Air,Bank Transfer
1036,Blouse,Clothing,89,M,Brown,2.8,Express,Venmo
1037,Handbag,Accessories,47,M,Yellow,3.7,2-Day Shipping,Bank Transfer
1038,Jewelry,Accessories,25,XL,Brown,3.4,Standard,Debit Card
1039,Pants,Clothing,74,XL,Cyan,3,Express,Bank Transfer
1040,Belt,Accessories,46,M,Magenta,4.8,Standard,Venmo
1041,Jeans,Clothing,22,S,Magenta,4,Next Day Air,Cash
1042,Shirt,Clothing,25,M,Orange,4.9,Next Day Air,Cash
1043,Belt,Accessories,80,M,Maroon,4.9,Next Day Air,Credit Card
1044,Jeans,Clothing,76,M,Green,3.3,2-Day Shipping,Debit Card
1045,Jeans,Clothing,30,L,Teal,4.4,Next Day Air,Bank Transfer
1046,Sweater,Clothing,79,L,Black,3.5,2-Day Shipping,PayPal
1047,Sneakers,Footwear,22,M,Magenta,4.2,Standard,Venmo
1048,Socks,Clothing,36,S,Olive,4.2,Standard,Credit Card
1049,Socks,Clothing,77,L,Yellow,2.7,Standard,Venmo
1050,Sunglasses,Accessories,33,S,Purple,2.8,Store Pickup,Cash
1051,Sneakers,Footwear,64,M,Beige,3.8,Next Day Air,Venmo
1052,Socks,Clothing,53,M,Indigo,2.6,Free Shipping,PayPal
1053,Shoes,Footwear,36,XL,Pink,3,2-Day Shipping,Credit Card
1054,Blouse,Clothing,70,M,Blue,3.3,2-Day Shipping,Debit Card
1055,Shorts,Clothing,96,L,Cyan,4.9,Express,PayPal
1056,Jacket,Outerwear,27,M,Orange,3.3,Next Day Air,Debit Card
1057,Sweater,Clothing,64,L,Black,2.9,2-Day Shipping,Venmo
1058,Jacket,Outerwear,23,S,Maroon,4.4,2-Day Shipping,Credit Card
1059,Scarf,Accessories,33,L,Violet,3.1,Next Day Air,Bank Transfer
1060,Jacket,Outerwear,34,M,Beige,2.5,Standard,Debit Card
1061,Sweater,Clothing,35,S,Gray,2.6,Next Day Air,Debit Card
1062,Coat,Outerwear,62,M,Gray,4.4,Free Shipping,Venmo
1063,Boots,Footwear,75,M,Brown,2.6,Next Day Air,Debit Card
1064,Hoodie,Clothing,29,S,Indigo,3.3,Free Shipping,Cash
1065,Hat,Accessories,28,M,Violet,3.5,Express,Credit Card
1066,T-shirt,Clothing,20,XL,Blue,4.1,Store Pickup,PayPal
1067,Coat,Outerwear,96,M,Red,4,Store Pickup,PayPal
1068,Dress,Clothing,43,S,Peach,2.7,2-Day Shipping,PayPal
1069,Shirt,Clothing,94,M,Olive,2.5,Standard,Credit Card
1070,Skirt,Clothing,81,XL,White,4.3,Next Day Air,Venmo
1071,Jewelry,Accessories,75,M,Magenta,3.3,Free Shipping,Debit Card
1072,Hat,Accessories,81,M,Beige,2.6,Express,Credit Card
1073,Shorts,Clothing,92,L,Gold,3.5,Express,Debit Card
1074,Scarf,Accessories,96,XL,Purple,4,Store Pickup,Credit Card
1075,Jewelry,Accessories,71,S,White,2.6,Standard,Bank Transfer
1076,Sunglasses,Accessories,50,L,Indigo,4.9,Next Day Air,Debit Card
1077,Coat,Outerwear,72,L,Charcoal,2.9,Standard,Venmo
1078,Jacket,Outerwear,28,M,Pink,3.7,Standard,PayPal
1079,Sweater,Clothing,59,M,Silver,4.4,Express,Credit Card
1080,Coat,Outerwear,33,S,Blue,4.4,Free Shipping,Bank Transfer
1081,Scarf,Accessories,59,L,Blue,3.8,Express,Cash
1082,Belt,Accessories,30,XL,Brown,4.5,Standard,Credit Card
1083,Hat,Accessories,85,XL,Cyan,2.6,Next Day Air,Venmo
1084,Backpack,Accessories,97,L,Teal,3.3,Store Pickup,Cash
1085,T-shirt,Clothing,36,S,Purple,4.1,Next Day Air,Cash
1086,Jewelry,Accessories,85,M,Turquoise,3,Store Pickup,Venmo
1087,Sunglasses,Accessories,62,M,Olive,3,Free Shipping,PayPal
1088,Jeans,Clothing,71,S,White,3.4,Next Day Air,Bank Transfer
1089,Pants,Clothing,21,M,Turquoise,2.7,Free Shipping,PayPal
1090,Backpack,Accessories,61,M,Silver,3.8,Next Day Air,PayPal
1091,Scarf,Accessories,58,M,Violet,4.2,Store Pickup,Cash
1092,Sweater,Clothing,80,L,Lavender,4.7,Store Pickup,Credit Card
1093,Jewelry,Accessories,50,L,Magenta,4.1,2-Day Shipping,Venmo
1094,Sneakers,Footwear,48,S,Indigo,4.2,2-Day Shipping,Venmo
1095,Jewelry,Accessories,40,M,Black,4.8,Next Day Air,Cash
1096,Coat,Outerwear,34,S,Peach,3,Free Shipping,Bank Transfer
1097,Coat,Outerwear,46,S,Beige,2.6,Standard,Credit Card
1098,Sunglasses,Accessories,27,M,Black,3.2,Store Pickup,Bank Transfer
1099,Handbag,Accessories,98,S,Turquoise,3.6,Next Day Air,Credit Card
1100,Sweater,Clothing,73,M,Peach,2.6,Next Day Air,Bank Transfer
1101,Pants,Clothing,28,L,Gold,4.4,Express,Credit Card
1102,Gloves,Accessories,76,XL,Silver,3,Free Shipping,Cash
1103,Sweater,Clothing,83,M,Peach,2.9,Express,Cash
1104,Hoodie,Clothing,23,S,Charcoal,4.3,Free Shipping,Debit Card
1105,Hat,Accessories,28,M,Beige,3.1,Express,Bank Transfer
1106,T-shirt,Clothing,83,S,Olive,3,Next Day Air,Venmo
1107,Skirt,Clothing,96,L,Violet,3.6,Store Pickup,Venmo
1108,Sneakers,Footwear,62,M,Peach,2.8,Store Pickup,Bank Transfer
1109,Shorts,Clothing,25,M,Teal,2.8,Standard,Cash
1110,Hoodie,Clothing,97,L,Violet,4.9,Next Day Air,Venmo
1111,Hoodie,Clothing,61,L,Cyan,3,Standard,Cash
1112,Shoes,Footwear,66,S,Olive,4.1,Next Day Air,Credit Card
1113,Hoodie,Clothing,67,XL,Pink,4.6,Free Shipping,PayPal
1114,Sunglasses,Accessories,80,M,Purple,4.8,Next Day Air,PayPal
1115,Skirt,Clothing,25,L,Violet,2.6,Next Day Air,Bank Transfer
1116,Hat,Accessories,58,S,Peach,4,2-Day Shipping,Cash
1117,Backpack,Accessories,96,M,Charcoal,4.2,Express,PayPal
1118,Sunglasses,Accessories,77,L,Lavender,4.5,Store Pickup,Credit Card
1119,Belt,Accessories,65,M,Purple,4.9,Standard,PayPal
1120,Jewelry,Accessories,36,M,Indigo,3.1,Standard,Credit Card
1121,Sneakers,Footwear,84,M,Magenta,4,Next Day Air,Debit Card
1122,T-shirt,Clothing,58,XL,Peach,3.2,Express,Cash
1123,Handbag,Accessories,62,S,Charcoal,4.3,2-Day Shipping,Credit Card
1124,Hat,Accessories,67,S,Purple,2.5,Store Pickup,Cash
1125,Sweater,Clothing,20,M,Orange,4.9,Express,Cash
1126,Sandals,Footwear,90,M,Lavender,2.7,2-Day Shipping,Bank Transfer
1127,Scarf,Accessories,58,L,Beige,3.4,Standard,Venmo
1128,Shirt,Clothing,53,XL,Maroon,4.8,Store Pickup,Debit Card
1129,Gloves,Accessories,30,L,Charcoal,4.7,Next Day Air,Debit Card
1130,Hoodie,Clothing,65,XL,White,4.7,Express,Venmo
1131,Jewelry,Accessories,41,M,Lavender,3.9,Standard,PayPal
1132,Shirt,Clothing,73,M,Black,3.7,Express,Bank Transfer
1133,Hoodie,Clothing,98,S,Teal,4.3,Store Pickup,Cash
1134,Shoes,Footwear,36,XL,Magenta,4.1,2-Day Shipping,Cash
1135,T-shirt,Clothing,81,M,Brown,4.6,Express,Venmo
1136,Skirt,Clothing,90,L,Peach,3.6,2-Day Shipping,Bank Transfer
1137,Handbag,Accessories,83,S,Cyan,4.8,Free Shipping,Cash
1138,Shirt,Clothing,91,XL,Pink,2.8,2-Day Shipping,Bank Transfer
1139,Pants,Clothing,36,M,Purple,4.7,Express,Venmo
1140,Coat,Outerwear,53,L,Purple,3.9,Standard,Debit Card
1141,Jeans,Clothing,39,M,White,2.6,Store Pickup,Credit Card
1142,Gloves,Accessories,33,S,Silver,4.7,Next Day Air,PayPal
1143,T-shirt,Clothing,76,L,Green,3.5,Store Pickup,Venmo
1144,Boots,Footwear,23,L,Teal,4.4,Standard,PayPal
1145,Jeans,Clothing,54,S,Indigo,4.4,2-Day Shipping,Bank Transfer
1146,Sneakers,Footwear,89,L,Pink,3,Express,Cash
1147,Sneakers,Footwear,38,M,Indigo,4.2,Standard,Bank Transfer
1148,Hat,Accessories,36,XL,Red,4.3,Next Day Air,Debit Card
1149,Pants,Clothing,66,M,Violet,2.6,Store Pickup,PayPal
1150,Jewelry,Accessories,42,L,Cyan,3.3,Store Pickup,Venmo
1151,Jewelry,Accessories,36,S,Red,2.7,Next Day Air,Venmo
1152,Blouse,Clothing,86,M,Gray,4.2,Express,Credit Card
1153,Handbag,Accessories,49,M,Gold,4,Standard,PayPal
1154,Shirt,Clothing,41,M,Pink,4,Free Shipping,Bank Transfer
1155,Dress,Clothing,82,L,Cyan,2.9,2-Day Shipping,Credit Card
1156,T-shirt,Clothing,53,S,Red,2.6,Express,PayPal
1157,Shoes,Footwear,21,M,Gold,4.8,Express,Venmo
1158,Belt,Accessories,66,M,Charcoal,4.4,Standard,Cash
1159,Belt,Accessories,89,L,Orange,4,2-Day Shipping,Bank Transfer
1160,Handbag,Accessories,55,L,Blue,3.6,2-Day Shipping,Venmo
1161,Scarf,Accessories,42,S,Blue,3.2,Next Day Air,Venmo
1162,Shorts,Clothing,52,S,Orange,3.1,2-Day Shipping,PayPal
1163,Sandals,Footwear,92,M,Blue,4.2,Express,PayPal
1164,Pants,Clothing,56,L,White,3,2-Day Shipping,Debit Card
1165,Dress,Clothing,96,M,Green,4.2,Standard,PayPal
1166,T-shirt,Clothing,64,M,Silver,2.9,Next Day Air,Venmo
1167,Dress,Clothing,48,S,Lavender,3.7,Store Pickup,Venmo
1168,Socks,Clothing,83,XL,Beige,3.6,Free Shipping,PayPal
1169,Scarf,Accessories,91,L,Violet,3.6,Standard,Debit Card
1170,Backpack,Accessories,94,S,Gray,4.5,2-Day Shipping,Cash
1171,Skirt,Clothing,62,S,Red,3.2,Express,Cash
1172,Socks,Clothing,55,M,Lavender,3.9,Next Day Air,Debit Card
1173,Coat,Outerwear,68,L,Peach,4.6,Store Pickup,Bank Transfer
1174,Jewelry,Accessories,76,M,Indigo,2.5,Express,Cash
1175,Backpack,Accessories,31,M,Black,4.3,Express,Bank Transfer
1176,Belt,Accessories,81,M,Beige,4.1,Store Pickup,PayPal
1177,Dress,Clothing,83,M,Red,4.6,Free Shipping,PayPal
1178,Skirt,Clothing,21,M,Black,4.8,Standard,Debit Card
1179,Dress,Clothing,22,M,Teal,4.9,Express,Debit Card
1180,T-shirt,Clothing,33,M,Blue,2.8,Free Shipping,Bank Transfer
1181,Skirt,Clothing,23,S,Beige,4.9,Standard,Cash
1182,Shorts,Clothing,96,L,Teal,3.5,Free Shipping,Bank Transfer
1183,Jewelry,Accessories,21,M,Maroon,3.8,Express,PayPal
1184,Pants,Clothing,39,M,Yellow,4.5,2-Day Shipping,Credit Card
1185,Belt,Accessories,73,S,Indigo,3.4,Express,Credit Card
1186,Jeans,Clothing,64,M,Magenta,3.9,Standard,Credit Card
1187,Jeans,Clothing,68,M,Beige,4.1,2-Day Shipping,Credit Card
1188,Hat,Accessories,89,L,Maroon,3,Express,Credit Card
1189,Blouse,Clothing,29,M,Magenta,3.3,Next Day Air,Credit Card
1190,Shirt,Clothing,97,XL,Teal,4.9,Free Shipping,Debit Card
1191,Shirt,Clothing,45,M,Orange,4.3,Next Day Air,Credit Card
